Timestamp,Text,Sentiment
7/10/2020 9:33,"⚡️ “Best Movie: ""Tenet ((2020))"" [https://t.co/McaE0m0UvW]”  https://t.co/FD8K8dEtm6", Neutral

7/10/2020 9:32,Tenet didn't just fail to save cinema – it may well have killed it for good https://t.co/Kp8pmB0KhZ, Negative

7/10/2020 9:31,"As more and more delays happen, we’ve decided to start our DCEU podcast right after we upload tenet. First up, Man of Steel https://t.co/sRkjiIJf4m", Neutral

7/10/2020 9:28,@TheGoonPod Ey! Our podcast is about to release a tenet review!!!!, Neutral

7/10/2020 9:28,Have you visited the new Everyman cinema at The Cornhill Quarter yet? Watch the critically acclaimed Tenet and relax with a selection of tasty food and marvellous cocktails. https://t.co/CSs9hUk7qJ https://t.co/R87iq3btPI, Neutral

7/10/2020 9:28,#Tenet &amp; #WandaVision a match made in heaven https://t.co/pTUj1aBqoB, Neutral

7/10/2020 9:27,"@KoenigRiver I predict near complete collapse of Trumpism. 😐 It's got more bullshit than any other -ism, since it's core tenet appears to be ""say or do ANYTHING to get TRUMP attention &amp; in the news"" &amp; ""cause half the US to love it just cos it w", Neutral

7/10/2020 9:23,"@maverick99sback RELEASE TENET WITH SUBTITLES, YOU COWARDS!", Neutral

7/10/2020 9:23,"@RichardBSpencer I think Trumpism will collapse. It contained more bullshit than any other -ism, mainly because its core tenet is ""get Trump attention &amp; make him look good NOW"" &amp; ""half the population only feels it's great cos it's TRUMP who said o", Neutral

7/10/2020 9:22,"@sennydreadful I saw people nominating Tenet, and then regretted having engaged by submitting (sincerely) Crocodile Dundee in Los Angeles. The whole thread feels like fedora-bait. It's mostly either edgelord posturing or obscurist showoffery.", Neutral

7/10/2020 9:21,@Bat_Source Covid 19 man. WB most likely knew the turn out would be low. Tenet fell short of revenue in the domestic box office., Neutral

7/10/2020 9:20,Tenet was a dope movie 👌🏻, Positive

7/10/2020 9:15,"@PigCakey @TheLawSociety @Femi_Sorry @LawSocPresident Absolutely! It's a fundamental tenet of the British way of life, that everyone is entitled to a defence. So it's ironic that so many who laud the British way of life, seem so intent at present to destr", Neutral

7/10/2020 9:15,Will `Tenet` be released in India after the reopening of cinemas? Here`s the inside story! https://t.co/NV4FYnsDnK https://t.co/WQsrjRYXf8, Neutral

7/10/2020 9:13,"@wifisupport1 @tizeti @NgComCommission @fccpcnigeria It is 10am and still nothing from your team. If excellent service delivery is not a tenet of your business, then diversify. Selling garri doesnt require much work! The  level of incompetence shown by yo", Neutral

7/10/2020 9:11,Came to see Tenet at @FilmhouseCinema and only I and my two friends are there.  Ohh one guy just joined.  See bliss., Neutral

7/10/2020 9:07,Saw #Tenet last night. Favourite thing about it was Robert Pattinson's performance and style. Maybe I should get blonde highlights... 😜 #inspired #movies https://t.co/HUE7r4viMX, Neutral

7/10/2020 9:06,"Sixth week at No. 1 for #Tenet in UK/Ireland, £15.9m to date. Bill &amp; Ted Face The Music drops to No. 4 after 3 weeks, £1.07m total. Tenet has sold around 2 million tickets.", Neutral

7/10/2020 9:03,@nickreeves9876 Isn't that the core tenet of Conservatism? 🤔, Neutral

7/10/2020 8:59,@denofgeek Tenet. I walked out of the cinema with an hour to go! It’s all well and good having forward and backward time simultaneously but if the story is confusing and you don’t care about the characters what is the point?, Neutral

7/10/2020 8:56,"Best cash cows for sols / lawyers... Human rights. apparently, ""Me too"" means forget innocent until proven guilty! Thought that was a tenet of British law?  and Immigration https://t.co/BwIvlb0FiZ", Neutral

7/10/2020 8:56,@HeavenlyControl If you understood it Tenet banged, Neutral

7/10/2020 8:56,"@TENETFilm  please release this movie in india, Hyderabad as theatres are reopening from 15th Oct iam eagerly waiting @wbpictures  #TENET", Neutral

7/10/2020 8:53,Tenet is just 😳, Neutral

7/10/2020 8:51,I still believe that the movie is actually called “Ten” instead of “Tenet”, Neutral

7/10/2020 8:48,"Just out of curiosity, I opened Fandango for the first time since March, to even see what movies are playing. I could conceivably go see Tenet this weekend in what will surely be an empty theater. Or.... The New Mutants? That came out?? That has to be fake.", Neutral

7/10/2020 8:47,Saw TENET lat night at @TheLightWirral - fantastic film and great social distancing. Felt good to be back.   Now I just need to Google the film to understand it 😁, Neutral

7/10/2020 8:45,"With cinemas closed again today, yesterday I took one last trip until they reopen. And I have to say, seeing #Tenet again was a great call. This time I was truly blown away by @ludwiggoransson’s score. It’s such a key part of the experience that is Tenet!", Positive

7/10/2020 8:44,"bc i grow too violent when exposed to hellish stimuli. i know a core tenet of the autistic community is acknowledging different ways of existing, but ppl who not only accept mimicking neurotypicality but see it as *DESIRABLE* terrify me", Neutral

7/10/2020 8:43,"Wknd 40, 2020  1 (1) Tenet (€ 307.139, -44,4%, WB) 2 (2) The Secret... (€ 98.535, -35,0% DFW) 3 (3) The War with Grandpa (€ 87.985, -31,9% WWE) 4 (4) Alles is zoals... (€ 73.698, -32,5%, DFW) 5 (-) On the Rocks (€ 66.235, POM)  https://t.co/Yn9Adar6NV https://t.co/pJwoQVVj0K", Neutral

7/10/2020 8:42,Scrutiny is a key tenet of any democracy @ProfKarolSikora https://t.co/keYZhTyZa9, Neutral

7/10/2020 8:38,"‘Tenet’ Tops $300 Million Globally, But Domestic Box Office Is In Crisis Mode https://t.co/XQI5GsQLBR https://t.co/mvQnbswNzF", Neutral

7/10/2020 8:37,who watches tenet and thinks free ports are a good idea? https://t.co/6z7Ljkm9NP, Neutral

7/10/2020 8:35,"#disclaimer im not recommending the bible nor the tenet bc, Not everyone will see themselves in these allegories", Neutral

7/10/2020 8:33,"@mirrorxboy Oh man, that sucks! I watched Tenet in cinema a few weeks back, was great to be back. Under the right conditions of course!", Neutral

7/10/2020 8:33,@alexbcann @AndrewRWhite @CharlotteGRose I think Tenet was wrong film wrong time though? All our concentration spans were shot to shit. Give us a big bastard powerhouse like Gladiator that does the thinking for us and doesn’t require a phd, Neutral

7/10/2020 8:32,"So excited to finally be back at the fabulous @Olympic_Cinema for Tenet but PLEASE tell me there will be a @wittertainment 🚨spoliertastic🚨review coming soon, @simonmayo, @KermodeMovie?!", Neutral

7/10/2020 8:32,"@AndrewRWhite @harriet1marsden @CharlotteGRose Tenet still did a lot better than expected in the UK, to be fair. Not so much in the States. But I for one hope the shared cinema experience outlives us all.", Neutral

7/10/2020 8:31,Naglevel up na confusion ko: from Tenet 1 to Tenet 3, Neutral

7/10/2020 8:24,"A core tenet of the conspiracy theory is that U.S. President Donald Trump is secretly fighting a cabal of child-sex predators that includes prominent Democrats, Hollywood elites and ""deep state"" allies. https://t.co/ROiJXLTwC7", Neutral

7/10/2020 8:24,Tenet was so good, Positive

7/10/2020 8:23,tenet but that was like 2 weeks ago https://t.co/l4SvFz5P0z, Neutral

7/10/2020 8:16,tenet is for big brainz ppl to watch, Negative

7/10/2020 8:15,Tenet hits $300M needs a couple more million to break even (probably closer to $500M in truth) – /Film https://t.co/Ef0WfNMnOd, Neutral

7/10/2020 8:13,"@Acosta The head of the US Coronavirus Task Force refuses to quarantine. This is the most basic tenet of pandemic safety.  This debate is a joke because of the idiocy of Pence.   Good thing is being a white gut, with white hair, who talks like radio no lo", Neutral

7/10/2020 8:11,@chefficiency @Nuti65 @ssrajamouli #RRR will be good with the midas touch of Rajamouli. #Tenet is for Nolan fans. 😁, Neutral

7/10/2020 8:11,"lime green jello for whoever got to see tenet in theaters, im kinda desperate to watch it at this point i might sacrifice my chances of seeing it in theaters for watching it on demand on my tv methinks", Neutral

7/10/2020 8:11,Here they’ve reopened since June and at first it was cool because they put back older releases but now there’s just tenet and like 3 indie films and the rest are local low budget comedies it’s trash I’m not even going it’s so sad https://t.co/OOTO2tHMRP, Neutral

7/10/2020 8:09,omg yeah i saw tenet the other day and was so confused but then i understood and was like 😮 and now i love it, Positive

7/10/2020 8:03,about to watch Tenet https://t.co/xu00ua75O6, Neutral

7/10/2020 8:01,"I might get to see TENET and ANTEBELLUM next week but I need to know if I can safely cross the SA border, every map that indicates the 70km bubble shows I'm in the clear but I don't know if its only essentials or all good, do what you want", Neutral

7/10/2020 7:57,Went to @cineworld O2 yesterday to see #Tenet as have free tickets via my bank account-never desperate to see the film but was entertained &amp; whilst confused just went with it! #JohnDavidWashington was great-check out #BlacKkKlansman by #SpikeLee if not already seen 🎬 https://t.co/4wPH2zKnbV, Neutral

7/10/2020 7:57,"Re the JURASSIC WORLD: Dominion delay-   Given that TENET did get out of the gates this summer, one of next years blockbusters could have stuck to its slot around the rest of this years films. Surely, JW is a surefire hit?   Expect Wonder Woman to nab this slot", Neutral

7/10/2020 7:54,This security guard near by looks weirdly like the Protagonist in Tenet and he's asking all the cars to reverse 🤔 #TENET, Neutral

7/10/2020 7:53,@Andrewstrauser @cynicole78 I guess everything goes to Tenet., Neutral

7/10/2020 7:52,"I saw Tenet for like 3 times. That I don't know who Andrei and Kat are, tells you how I was just trying to understand the movie first before thinking of any other thing. At the end I just watched it to fulfill righteousness. https://t.co/C1251WSj7N", Neutral

7/10/2020 7:52,@_ThrasherC @cindy_olive Let's go see tenet, Neutral

7/10/2020 7:50,"@oracleofliberty @eaglet_eaglet_ @WayneDupreeShow It is a basic tenet of Trinitarian doctrine that Christians should “neither confound the Persons nor divide the Substance” (Athanasian Creed). Thus, if this verse is translated properly, then Trinitari", Neutral

7/10/2020 7:48,@cheo_coker TENET too https://t.co/P4fn35AniB, Neutral

7/10/2020 7:46,#TENET Report  Budget          - $200 Million  Box Office    - $ 307Million(30 Days)  Break-Even   - $ 450 - $500 Million   Failed 👎  Billionaires : @rhevanth95 @RamCinemas @NikileshSurya   Come on guys open the theatre. 🔥   Every people Waiting for watching movie in Theatre 😍 https://t.co/FmiRJtCEXu, Neutral

7/10/2020 7:46,"‘Tenet’ narrowly beats out a re-release of 1993’s Halloween comedy ‘Hocus Pocus’ for the top spot, but still passes $300 million globally – Box Office Mojo https://t.co/WSrGuqntdB", Neutral

7/10/2020 7:44,"@verbaliza Many thanks, I'm hoping its the latter so I can come back next week for TENET and ANTEBELLUM", Neutral

7/10/2020 7:44,This photo was taken at Cineworld Leigh pre lockdown Sunday afternoon for a big blockbuster. We were the only two people in at that time. I love Cinema’s for the big screen experience. Post lockdown they are safe I went recently to see Tenet all masked up. Please support Cinema’s https://t.co/iDUTGHjFig, Neutral

7/10/2020 7:43,"What's more confusing, Tenet or UK Covid restrictions? Answers on a postcard to #ihaventgotacluehaveu #Covid_19 #COVIDIOT #BorisHasFailedTheUK", Negative

7/10/2020 7:42,"@TENETFilm Please release Tenet in india, Maharashtra. Theatres are going to open here from October 15. We all fans of your work want to see it in theatres only. Please Christopher nolan. 🙏", Neutral

7/10/2020 7:39,"Clearly, the film lends itself to sequels and prequels 😉 yet it is self contained.  When was the last time you saw a film that made you think and pulled you along stunning vistas, breath taking action, and characters you want to know more about?  Tenet is worth seeing again.", Positive

7/10/2020 7:39,"If you get a chance, go see #TENET. John David Washington does an excellent job. Watch his scenes and see how he plays off the other actors and gives them space to shine. Instead of crowding them out, he gives them space in scenes.", Neutral

7/10/2020 7:36,"@TENETFilm Please release Tenet in india, Maharashtra. Theatres are going to open here. We all fans of your work want to see it in theatres only. Please Christopher nolan. 🙏", Neutral

7/10/2020 7:36,@benavidesrayy Regal in Fresno is open go watch tenet it’s so good also unhinged is good to but go soon cause I think they’re gonna close soon due to not having enough movies to play, Positive

7/10/2020 7:35,Tenet had me tripping frfr, Negative

7/10/2020 7:33,@DavidLammy @TheLawSociety Do-badly is the tenet for the government., Neutral

7/10/2020 7:32,@MatthewACherry Tenet I still have one question about it tho, Neutral

7/10/2020 7:29,@EminiTrader666 @TicTocTick Think time inversion. Tenet. 🤣, Neutral

7/10/2020 7:28,@FilmFreeak esb in my top 3 movies of all time but tenet was just amazing and i think thats gotta be watched on the big screen if you havent, Neutral

7/10/2020 7:27,sketch #TENET #ニール https://t.co/UtkKMmAFoM, Neutral

7/10/2020 7:27,In bed at 3:27 AM listening to the TENET soundtrack really is something incredible..., Positive

7/10/2020 7:27,MY IRL CALLED TENET A FLOP, Neutral

7/10/2020 7:24,@ShaneLevitt11 Because it meant nothing.  Which is the central tenet of centrism. I stand for nothing I believe in nothing I offer nothing. And centrists didn’t give Corbyn time to do his job. So why should he ?  He literally abstains on serious repress, Neutral

7/10/2020 7:24,"@FilmFreeak Tenet and Akira are two films that I don’t particularly love, but both are bound to look amazing on the big screen. Of the two I’d say Akira is a fair bit better, but Tenet will look better. ESB is imo the best of the 3", Neutral

7/10/2020 7:23,@MatthewACherry Tenet. It was worth it., Positive

7/10/2020 7:15,They should’ve put Missy Elliott in Tenet, Neutral

7/10/2020 7:15,i just think it’s funny how tenet was so bad it now threatens the existence of cinemas in uk jsksksks, Neutral

7/10/2020 7:15,Box Office: Tenet is first film to break $10m since lockdown  Read more: https://t.co/eCe1m3ARxi  #AusMedia #AusNews #BoxOffice #BoxOfficeAU #Tenet https://t.co/0ZRQIUCtSd, Neutral

7/10/2020 7:13,"Good morning all!  What’s on today:  Rocks 11.00, 9.00 Tenet 12.30 Memories Of Murder 1.15, 600 La Haine 3.45, 900 Miss Juneteenth 4.15, 6.45  https://t.co/ZmbJHUIyuo https://t.co/O92O1J2WCR", Neutral

7/10/2020 7:12,"Was happy to have watched Tenet in the cinemas when it was released. Was also looking forward to Dune and Bond: No Time to Die, now they’re all postponed to next year 😭 A sad time for theatre, however a great time for those releasing content on streaming services 📺", Neutral

7/10/2020 7:12,tenet sure was loud and long huh, Negative

7/10/2020 7:11,I cannot stop thinking about Tenet. It's so fucking great., Positive

7/10/2020 7:11,@slashfilm The Cinemark Tenet 8:20pm IMAX viewing near me today was sold out!, Neutral

7/10/2020 7:08,"Drove an hour to see Tenet.    Trippy movie, but it was cool https://t.co/hnZR9RSxqS", Positive

7/10/2020 7:08,@joelmeadows1 MGM can’t afford an under-performing Bond because too few people want to go to the cinemas... Tenet didn’t bring enough people in..., Neutral

7/10/2020 7:07,Tenet’s soundtrack is pretty phenomenal., Positive

7/10/2020 7:07,@Nuti65 Can't wait to wath Tenet 🎉 will watch in loop., Positive

7/10/2020 7:04,I guess Tenet is winning all the GG’s and Oscars🤷🏻‍♂️ https://t.co/ckRIn0fXRe, Neutral

7/10/2020 7:04,"Because of how incredibly piss poor this year has been for movies, here are my Oscar predictions:  Best Picture: Nomadland  Da 5 Bloods One Night in Miami Tenet On the Rocks News of the World The Trial of Chicago 7 Soul The Invisible Man Mank", Neutral

7/10/2020 6:59,"@grecianred @turksespinnekop Still, democracy huh?? 😉 PS: Saw Tenet the other day - pure shite 😒 https://t.co/FwtJl4zhcr", Neutral

7/10/2020 6:55,@Lalo209c considering a double feature with akira and tenet since i haven’t seen either but i don’t know if i have it in me. both over 2 hours, Neutral

7/10/2020 6:54,so... was anyone gonna tell me rpattz was in tenet or was i supposed to deduce that from horny fanart myself ?, Neutral


5/10/2020 9:33,@gnubutnes On his ticket it's said Tenet  I guess it's this one  https://t.co/ZcohbDPfRF, Neutral

5/10/2020 9:32,@MissisAiba Ahhh so tenet fans breathed the same air as Jun while Nino fans are at another hall and they met outside. Noted. That’s how it works 🤣, Neutral

----2020-10-05 09:32:00,"Correct. There are varying conception of it. But the basic tenet is: unfettered and special but undifferentiated access to educational opportunities for children with disabilities and marginalized groups so as to realize their full potential, and as a process to a just society. https://t.co/A082LnXm8x", Neutral

5/10/2020 9:30,@OwenGleiberman Mr. Non  Brainy..... whatever you watched in TENET is part 2 of the whole story. Part 1 is yet to come. Unskilled journalist like you will never gonna understand this and you will keep on misguiding the viewers., Neutral

5/10/2020 9:28,"@JohnPaynter1970 At present, everybody can't go immediately because of social distancing. Tenet has been No. 1 in UK/Ireland for two  months. Bond has got to be looking at 4 months because it's going to be a lot more popular than bloody Tenet.", Negative

5/10/2020 9:28,"Everyone who wants to see Tenet already has, and there's nothing else new for cinemas, so screenings are mostly empty and really safe. Here's another Tenet location. https://t.co/gS47ggtKyK", Neutral

5/10/2020 9:27,"Someone tell @theJeremyVine Mulan already on Disney+ &amp; you can't blame the studios for delaying their films, anyway.  https://t.co/pmYITT4Yn9  #NoTimeToDie #JamesBond #DanielCraig #Bond25 #Tenet #Cineworld  #JeremyVine @theJeremyVine @StormHuntley @AyoCaesar @MartinDaubney", Neutral

5/10/2020 9:27,"Didn't get to see Tallinn's Linnahall up close last year because Christopher Nolan wanted to blow it up. Got to see it on screen last week, Tenet - it's a spectacle. https://t.co/LMSbyIvMtk", Neutral

5/10/2020 9:26,Good Film about the manipulation of time: Tenet Bad Film about the manipulation of time: E**game Period., Positive

---2020-10-05 09:25:32,"@clint1775 @GeorgeTakei I would say Biden is behaving like a very responsible citizen. In case you had forgotten we are all in the middle of a pandemic, the tenet of which is people keep away from people to stop the spread. Gathering in huge numbers in an", Neutral

---2020-10-05 09:23:47,jun: *posts a pic of a movie ticket with the title on it* &amp; then talks about nino   the fandom: JUN WENT TO WATCH NINO'S MOVIE   arashians' brains would only care about arashi i swear 😂 tenet what ? we only know asadake 🤣, Neutral

5/10/2020 9:23,Movie Ticket: Tenet Caption: Nino fans  Me: izascam 😂, Neutral

---2020-10-05 09:23:00,We're in Bunessan today and tomorrow. We are operating at a reduced capacity of 20. We recommend you read about our new changes before visiting us: https://t.co/cJ1asKms1N  Monday 5 October 5.30pm - Back to the Future (PG) 8.30pm - Tenet (12A) SOLD OUT, Neutral

---2020-10-05 09:19:27,@anwarul210 @cineworld I don't think sitting in an enclosed space for 3 hours with strangers even with a mask is entirely appealing during a pandemic.   I'd go twice a week before lockdown but I've only seen Tenet since., Positive

5/10/2020 9:18,I watched tenet already but so confusing the story line 😅.. But interesting, Negative

5/10/2020 9:18,Christopher Nolan’s ‘Tenet’ tops USD 300 million globally https://t.co/0kPdeCxjgE https://t.co/LKPW7RP4dv, Positive

5/10/2020 9:17,Tenet Reaches $45M Domestic Take Ahead of Expected Mass Theater Shutdowns - https://t.co/T0Lqbj4lds, Positive

---2020-10-05 09:17:37,"@amnosjump92 He went to watch Tenet, i believe. 🤭🤭🤭", Neutral

---2020-10-05 09:17:20,@amnosjump92 I thought he watch tenet?, Neutral

5/10/2020 9:17,Christopher Nolan’s #Tenet willed itself past the $300 million (Dh1.1 billion) mark globally this weekend even as the overall North American box office appeared to be on the verge of collapse. https://t.co/uUR7x4NDot, Positive

5/10/2020 9:15,And he watched TENET aaaa i want too!!!! ;_;, Positive

---2020-10-05 09:15:09,When u love suezu too much u saw Tenet as Asadake. EVEN THO THE CHARACTERS ARE COMPLETELY DIFFERENT LOL. Y u do this to me Ojun. I'm still wheezing from this realization. Dunno if I shud h8 u for clickbait (not his fault tho!!) or h8 myself for being stupid HAHAHAHA https://t.co/wfv8cKah4z, Neutral

---2020-10-05 09:15:04,"@postcapitalistT @TIME Yaaaawwn. Free markets do not have centralised, monopolistic institutions at their heart which control and manipulate currency. Marxist ones do - it’s a central tenet of your stupid fucking manifesto.", Neutral

5/10/2020 9:13,"@cineworld Only managed to see three films since reopening, Tenet, Bill and Ted and New Mutants, but we were looking forward to more over the coming weeks - fingers crossed.", Neutral

5/10/2020 9:13,“Christopher Nolan’s ‘Tenet’ tops USD 300 million globally” https://t.co/20BGwsaVH1, Positive

5/10/2020 9:12,Tenet reached $300m in this crisis! Wow, Positive

5/10/2020 9:11,TENET needs another 150-180mn dollars to break even... as of now reached $300 mn, Negative

---2020-10-05 09:10:40,#鯺 Ludwig Goransson - FREEPORT / TENET (Original Motion Picture Soundtrack), Neutral

---2020-10-05 09:10:19,@humansindesign Sure the Twitterati have been having a go at journalists who don't share their point of view. And that may well discourage some journalists from actively engaging. A good example of Katharine Murphy's comments in Quarterly Essay re: opinio, Neutral

5/10/2020 9:09,@rinnosekai5 I think he watched Tenet. 🤭🤭🤭💜💜💜, Neutral

5/10/2020 9:08,ehhh?? Tenet then Nino fans??😶 https://t.co/aGYxafrrml, Neutral

5/10/2020 9:08,Jun saw Tenet.👀💜   A Nolan film - I expect twists ala Inception. 🎥, Positive

5/10/2020 9:07,@LilWevi i juss watched tenet so i can respect it a lil more but what the fuck, Negative

5/10/2020 9:07,Jun went to watch Tenet, Neutral

5/10/2020 9:05,"I think I have a problem tbh. At 9 pm, I finished watching Tenet for the 4th time but I think it’s my last time watching it until it comes out on Blu-Ray in December", Positive

5/10/2020 9:05,"Every Monday is Happy Mondays here, meaning all new films are just £5.90 for members &amp; £7.90 for non-members. Your choices today are Tenet, Rebuilding Paradise and Bill &amp; Ted Face the Music. Offer excludes premium events and bank holidays. https://t.co/SuefHj5FBf https://t.co/IqoWkWIQAm", Neutral

5/10/2020 9:04,"@cherryshoko0125 Jun watched Tenet, but he had to mention Nino lol", Neutral

5/10/2020 9:03,when you get home late and the wife immediately catches you for listening to the Tenet OST again, Positive

5/10/2020 9:03,Jun watched Tenet 😂   Got too excited, Positive

5/10/2020 9:03,oh hello cute thumb 😂 i guess i have to watch tenet now that jun watched it ! 🎬💜 https://t.co/DtDstluSr2, Neutral

5/10/2020 9:02,@Pattinsons_Army they just continue with their campaign against Tenet., Neutral

5/10/2020 9:02,"@feral_flower This was also me, in between lockdowns I watched Inception AND Tenet. Truly livid with myself", Negative

5/10/2020 9:00,"Here's a sneaky peek at What's On this week at Ashford Picturehouse - https://t.co/JFkKq6v5uq  A little something for everyone, including 23 Walks, Cats &amp; Dogs 3, Bill &amp; Ted Face The Music and Tenet.  We're pretty sure these are the films you're looking for... https://t.co/oxEW4iFKpx", Neutral

5/10/2020 9:00,"Not a massive Bond fan, honestly. But, like Tenet, Mario 3D nostalgia and Bake Off have so far, it would have offered a flickering light in the darkness of the pandemic restrictions and it’s further delay is very disappointing. https://t.co/leA7hcwyeZ", Neutral

5/10/2020 8:59,@cherryshoko0125 But the ticket said TENET. He's watching Robert Pattinson lah mba Q, Neutral

5/10/2020 8:59,Really thought Jun watched The Asadas 😂 False alarm lol  He watched Tenet 😁 Hmmm interesting 🤔 https://t.co/s8eaAACkGI, Neutral

5/10/2020 8:58,@cherryshoko0125 I think it's Tenet that he watched not Asadake, Neutral

5/10/2020 8:57,"Bloke on @LBC complaining the he walked out of 'Tenet' because, I quote, ""Like 'Inception', it's one of those films you have to watch to the end to understand what's going on""...", Negative

5/10/2020 8:57,"@xandvt as someone who works at a cinema, this was the right decision. as awful as it is that cineworld is having to close (with other chains perhaps following) nobody is going to the cinema. TENET was meant to do well and flopped. we've barely served any", Negative

5/10/2020 8:57,‘Tenet’ tops USD 300 million globally https://t.co/w6P2x8itq0, Positive

5/10/2020 8:56,"For anyone questioning the logic of supporting a cinema I'm paid up with, was planning on getting half cut in the bar (or on their insane overpriced cans of watered down vodka). For Tenet... still tempting. Despite paying per square inch of the fecking screen.", Positive

5/10/2020 8:56,"Yeah people are  (rightfully) given Tenet a bollicking for their frankly moronic ""Saviour of Cinema!"" stunt, but the fact that Hollywood relies on, like, 10-12 big budget releases a year is kind of fucked no? https://t.co/rX79hpz96h", Neutral

5/10/2020 8:56,"@NickFerrariLBC @LBC Tenet flopped, that was the death knell for cinema.. there was a lot riding on that film..", negative

5/10/2020 8:56,"@bigfatmoviesite @cineworld @ODEONCinemas @vuecinemas It's just a different philosophy that they weren't prepared to subscribe to. Remember, they changed their tune about re-opening in July when Tenet was pushed back. Cineworld just aren't interested in a", Neutral

5/10/2020 8:56,@LY_VIOLETROSE I went to Tenet and I have to admit I felt totally safe. Safer than going into a shop because the cinemas could control social distancing...trouble is my local Odeon is still showing a mixture of kids films &amp; films that were out that fi, Neutral

5/10/2020 8:55,Guys....Jun watched Tenet (Christopher Nolan movie😭😭) not Asadake.... He might refer to the situation at the theater not inside the theater studio..., Neutral

5/10/2020 8:55,how did Jun know that they’re nino’s fans when he’s watching tenet?? I need the elaboration on correlation, Neutral

5/10/2020 8:55,@DanHallett8 @ODEONCinemas I noticed my Odeon has been adding more regular classics over the past week or so. I think they know Tenet is done now., Neutral

5/10/2020 8:54,"I'm also guessing he meant to post that on Saturday since he covered the auditorium number? Or maybe he covered it so fans don't go searching for theatres that play Tenet in that particular auditorium bc we are creeps. lol Anyways, I want to watch movies with Jun. 😔", Neutral

5/10/2020 8:54,The reason Jun not update IG last Saturday! Because he was in the cinema watched Tenet 😂 So lucky people who got to see Jun in cinema 😌 https://t.co/OHBzG5gZxl, Neutral

5/10/2020 8:54,Wait it said Tenet not Asadake tho???, Neutral

5/10/2020 8:53,"But Tenet got bad reviews... did you like it, jun???", Neutral

5/10/2020 8:53,"@RPAustralia The fact its earning 300mil+ and its not even a superhero movie is a testament to the movie's appeal. Nolan movies are meant for repeat viewing, Tenet more so.", Neutral

5/10/2020 8:52,"@mellyfratelli @ODEONCinemas Same, I think view are offering up some horror treats so hopefully Odeon do the same. Though they seemed to be a bit too hesitant offering classic films once Tenet opened.", Neutral

5/10/2020 8:51,@Samcornwell @MainlyBond One film would not have saved Ciniworld or the other cinemas. Tenet had been a financial flop so far. With social distancing measures in place the Bond film would be lucky to make its budget back at the moment., Neutral

5/10/2020 8:51,@Stupacabra 2 weeks ago when I saw Tenet in theaters they were advertising both Black Widow and No Time to Die as coming to Japanese  theaters in November 2020. Now both are pushed back to April 2021., Neutral

5/10/2020 8:51,some random paintings that i think of while watching tenet (2020) https://t.co/t5vdr8KCcN, Neutral

5/10/2020 8:51,also my dumbass initially thought he watched tenet so I was like ? nino??, Neutral

5/10/2020 8:50,I thought Jun went to see Asada-ke but he watched Tenet. Maybe Jun's waiting until the hype dies down a bit before seeing it? 😂 I wonder what Jun thought of Tenet though bc my friend said it was confusing. 😅, Neutral

5/10/2020 8:50,@mousterpiece I think 007 in a theater right now would make more than Dune or Tenet... but I don’t think theaters will be safe until next year.    So do a lot of others judging by box office gross. The United States’ mask / social distancing complianc, Neutral

5/10/2020 8:50,"I like how Im watching Tenet so late, most of the cinema is like empty HAHAHAHA", Positive

5/10/2020 8:49,@carmelnunsgb Is this a basic tenet of phenomenology? I understand she was a student under Husserl., Neutral

5/10/2020 8:48,Tenet go done enter #500... Be like I go watch am later in the week..., Neutral

5/10/2020 8:48,"@wubwubldn @Machine_Drum Systems of thought are just that. They can be based in evidence or in idealism. One must scrutinise every tenet. Islam, trumpism etc punish logic, hijack intuition and eschew evidence based reasoning.", Neutral

5/10/2020 8:48,Hus got a dvd 9 gold disc copy of Tenet i need to watch dat, Neutral

5/10/2020 8:48,"Agost i Setembre  Requiem for a dream (9)  1917 (8'5)  Sin City (8)  Relatos Salvajes (8)  Tenet (8) Insomnia (7'5)  The Social Dilemma (7)  El caso Bourne (6'5)   The Office (S2, S3, S4) (9)  The Boys (S1) (7)", Neutral

5/10/2020 8:48,@Ann_Niji17 eh? I think he watched Tenet not The Asadas XD, Neutral

5/10/2020 8:47,He went to watch tenet!!!! I wonder what he thought of the movie 👀 https://t.co/sJ993TqOMF, Neutral

5/10/2020 8:47,@JamesSWNerd @TheDenofSpiders Tenet is absolute garbage. Yeah. It definitely deserves a 1/2 star., Negative

5/10/2020 8:46,Jun 😭 I thought you went to see asadake 😂😂 I’ll watch tenet later then 🤣, Neutral

5/10/2020 8:45,I thought Jun watched Asadake but he watched Tenet 😂 I was too excited hahaha!, Neutral

5/10/2020 8:44,JUN WERE WAITING FOR TENET AND FINALLY WATCHED IT🥺🥺🥺🥺🥺🥺🥺🥺🥺, Neutral

5/10/2020 8:44,@tom_wylie I’m still not super keen on going to be honest. Also I don’t really want to see Tenet that much 😁, Negative

